,County,Population,None,GED,High School Degree,Associate Degree,Bachelor Degree,Masters Degree,Professional Degree,Doctorate Degree
286,Cavalier,3746.0,5.0,41.0,676.0,485.0,396.0,76.0,18.0,15.0
287,Cayuga,76747.0,432.0,3484.0,14776.0,7179.0,6764.0,3758.0,677.0,341.0
288,Cecil,101960.0,400.0,3039.0,22839.0,4798.0,9500.0,4239.0,605.0,722.0
289,Cedar,38504.0,158.0,1333.0,9659.0,2711.0,3435.0,931.0,222.0,171.0
290,Centre,160378.0,762.0,3507.0,26647.0,6942.0,19954.0,11266.0,1659.0,5151.0
291,Cerro Gordo,43262.0,235.0,1322.0,8408.0,4681.0,4924.0,1302.0,388.0,192.0
292,Chaffee,18344.0,78.0,763.0,3062.0,1046.0,3051.0,1232.0,405.0,198.0
293,Chambers,70297.0,652.0,2835.0,13375.0,3392.0,4923.0,1856.0,218.0,229.0
294,Champaign,243431.0,862.0,5272.0,33260.0,11346.0,28973.0,16703.0,3185.0,6159.0
295,Chariton,6678.0,50.0,195.0,2059.0,288.0,457.0,231.0,16.0,15.0
296,Charles,147532.0,628.0,2966.0,28157.0,7808.0,16702.0,7991.0,933.0,935.0
297,Charles City,4933.0,45.0,176.0,1284.0,215.0,292.0,134.0,22.0,32.0
298,Charles Mix,9476.0,1.0,325.0,1836.0,580.0,703.0,149.0,63.0,13.0
299,Charleston,363552.0,1961.0,7130.0,46656.0,19478.0,65875.0,24600.0,7704.0,4827.0
300,Charlevoix,27244.0,101.0,693.0,5693.0,1819.0,3267.0,1527.0,411.0,200.0
301,Charlotte,162759.0,1460.0,7040.0,37435.0,11284.0,17451.0,7173.0,2008.0,902.0
302,Charlottesville (city),67339.0,390.0,1161.0,5846.0,1670.0,10152.0,5769.0,2709.0,2619.0
303,Charlton,11090.0,74.0,347.0,2891.0,539.0,578.0,293.0,38.0,33.0
304,Chase,6501.0,13.0,158.0,1361.0,434.0,709.0,169.0,9.0,55.0
305,Chatham,332281.0,1869.0,9833.0,47502.0,14571.0,43013.0,18775.0,4358.0,3793.0
306,Chattahoochee,2703.0,9.0,120.0,576.0,261.0,109.0,11.0,11.0,55.0
307,Chattooga,27466.0,261.0,2001.0,5410.0,1133.0,1100.0,482.0,97.0,23.0
308,Chautauqua,137648.0,1042.0,5077.0,28340.0,11740.0,10663.0,7094.0,1101.0,636.0
309,Chaves,65890.0,877.0,2645.0,8458.0,3449.0,4876.0,2037.0,299.0,216.0
310,Cheatham,39212.0,116.0,1723.0,7757.0,2184.0,3633.0,1314.0,158.0,149.0
311,Cheboygan,23762.0,91.0,636.0,6160.0,1455.0,2086.0,964.0,151.0,56.0
312,Chelan,74295.0,829.0,2164.0,12786.0,3966.0,7531.0,3378.0,798.0,426.0
313,Chemung,86292.0,276.0,3670.0,17496.0,7215.0,7600.0,5123.0,784.0,533.0
314,Chenango,53644.0,400.0,2239.0,12427.0,4429.0,3707.0,2449.0,347.0,240.0
315,Cherokee,423808.0,3563.0,15114.0,68295.0,20375.0,49461.0,17698.0,4207.0,2273.0
316,Cherry,5337.0,0.0,92.0,1155.0,426.0,572.0,114.0,30.0,60.0
317,Chesapeake (city),230643.0,1010.0,6940.0,33338.0,14062.0,28571.0,13035.0,2245.0,1227.0
318,Cheshire,77250.0,303.0,2322.0,15545.0,4188.0,10242.0,4582.0,985.0,858.0
319,Chester,546690.0,2700.0,8667.0,82670.0,23498.0,99168.0,47092.0,9695.0,8596.0
320,Chesterfield,366993.0,2882.0,8880.0,53466.0,18778.0,52652.0,23901.0,4798.0,3782.0
321,Cheyenne,14835.0,17.0,298.0,2661.0,1289.0,1769.0,433.0,91.0,54.0
322,Chickasaw,30694.0,302.0,1380.0,6641.0,1944.0,1849.0,583.0,127.0,61.0
323,Chicot,11688.0,106.0,743.0,2840.0,368.0,689.0,159.0,59.0,22.0
324,Childress,7120.0,17.0,531.0,1392.0,384.0,572.0,227.0,13.0,6.0
325,Chilton,38512.0,359.0,1395.0,9034.0,1987.0,2354.0,1087.0,127.0,42.0
326,Chippewa,112605.0,543.0,5176.0,24447.0,8854.0,9854.0,3354.0,682.0,702.0
327,Chisago,62080.0,145.0,1854.0,12741.0,5085.0,6644.0,2081.0,410.0,186.0
328,Chittenden,161890.0,758.0,2639.0,19130.0,8920.0,31085.0,13494.0,3785.0,2767.0
329,Choctaw,34385.0,400.0,1228.0,7733.0,1651.0,2069.0,783.0,185.0,55.0
330,Chouteau,4566.0,10.0,116.0,1083.0,277.0,629.0,175.0,13.0,20.0
331,Chowan,14588.0,129.0,644.0,2896.0,989.0,1200.0,618.0,129.0,80.0
332,Christian,196920.0,977.0,6666.0,35398.0,10301.0,16852.0,6426.0,1128.0,886.0
333,Churchill,24252.0,134.0,1129.0,4565.0,1561.0,1764.0,640.0,160.0,13.0
334,Cibola,25548.0,151.0,1006.0,4923.0,1531.0,1446.0,444.0,78.0,63.0
335,Cimarron,2280.0,32.0,52.0,536.0,76.0,245.0,44.0,1.0,17.0
336,Citrus,139470.0,1103.0,7564.0,34447.0,8868.0,12141.0,4382.0,1480.0,578.0
337,City and County of San Francisco,840739.0,19589.0,9390.0,74548.0,36502.0,215189.0,92048.0,31357.0,16567.0
338,City of Alexandria,144184.0,1221.0,1284.0,11707.0,4505.0,33321.0,23569.0,7793.0,3920.0
339,City of Harrisonburg,41652.0,192.0,597.0,3888.0,895.0,4230.0,1745.0,523.0,804.0
340,City of Richmond,207440.0,2666.0,7199.0,27994.0,7900.0,26243.0,10692.0,3059.0,1694.0
341,City of Suffolk,122675.0,994.0,4158.0,18308.0,8129.0,13173.0,5735.0,1084.0,456.0
342,Clackamas,355307.0,1543.0,9745.0,49116.0,21766.0,51346.0,19594.0,5983.0,2699.0
343,Claiborne,57472.0,745.0,3029.0,12715.0,2028.0,3384.0,1609.0,282.0,242.0
344,Clallam,73850.0,242.0,2697.0,12794.0,5823.0,8079.0,3966.0,1030.0,523.0
345,Clare,33305.0,258.0,1444.0,8066.0,1811.0,1871.0,797.0,131.0,44.0
346,Clarendon,33404.0,313.0,1287.0,6914.0,1821.0,2079.0,977.0,149.0,107.0
347,Clarion,38698.0,192.0,1254.0,10960.0,2023.0,3093.0,1445.0,232.0,329.0
348,Clark,2841362.0,27800.0,77268.0,478038.0,157531.0,285463.0,101884.0,27441.0,14738.0
349,Clarke,192456.0,1494.0,5034.0,27154.0,7464.0,18654.0,10013.0,2240.0,3911.0
350,Clatsop,36490.0,95.0,1017.0,5784.0,2434.0,3879.0,1932.0,252.0,220.0
351,Clay,699271.0,4556.0,22662.0,126757.0,43852.0,77589.0,28057.0,4929.0,3394.0
352,Clayton,281273.0,3069.0,7291.0,49784.0,12767.0,23298.0,8255.0,1558.0,1217.0
353,Clear Creek,5311.0,6.0,131.0,1020.0,367.0,815.0,339.0,12.0,12.0
354,Clearfield,77274.0,468.0,3471.0,24848.0,5501.0,5237.0,1708.0,378.0,178.0
355,Clearwater,18135.0,53.0,827.0,3907.0,1241.0,1560.0,423.0,148.0,34.0
356,Cleburne,40610.0,279.0,2315.0,9121.0,1472.0,2692.0,1019.0,417.0,230.0
357,Clermont,211356.0,1063.0,6335.0,40986.0,13173.0,27418.0,11105.0,1805.0,1192.0
358,Cleveland,373313.0,2254.0,11541.0,58416.0,20812.0,38512.0,16581.0,3365.0,4559.0
359,Clinch,6816.0,96.0,258.0,1382.0,212.0,343.0,206.0,60.0,12.0
360,Clinton,375183.0,1827.0,13048.0,81415.0,24528.0,32576.0,14028.0,2422.0,1619.0
361,Cloud,9695.0,47.0,309.0,1885.0,836.0,729.0,297.0,76.0,70.0
362,Coahoma,24698.0,355.0,1024.0,3039.0,1543.0,1920.0,559.0,114.0,79.0
363,Coal,5537.0,18.0,146.0,1490.0,136.0,354.0,150.0,16.0,26.0
364,Cobb,735073.0,4274.0,14163.0,84948.0,34473.0,133935.0,50318.0,10860.0,6726.0
365,Cochise,131162.0,862.0,4751.0,16450.0,9750.0,12941.0,5827.0,877.0,674.0
366,Cochran,3000.0,48.0,71.0,471.0,85.0,135.0,55.0,32.0,0.0
367,Cocke,36375.0,376.0,2865.0,9178.0,1473.0,1641.0,713.0,167.0,88.0
368,Coconino,151725.0,1151.0,2524.0,16712.0,8754.0,19201.0,8975.0,2210.0,2212.0
369,Codington,27622.0,116.0,753.0,6540.0,2072.0,2951.0,614.0,140.0,45.0
370,Coffee,151723.0,1247.0,7958.0,28270.0,7985.0,12382.0,5275.0,1131.0,616.0
371,Coffey,8425.0,39.0,299.0,1885.0,519.0,919.0,244.0,45.0,24.0
372,Coke,3018.0,18.0,148.0,629.0,231.0,308.0,116.0,11.0,34.0
373,Colbert,52792.0,430.0,2702.0,10006.0,2799.0,4236.0,1972.0,451.0,333.0
374,Cole,79612.0,226.0,3115.0,14079.0,4220.0,11204.0,4113.0,931.0,501.0
375,Coleman,8605.0,35.0,518.0,2013.0,249.0,549.0,111.0,23.0,40.0
376,Coles,53325.0,383.0,1822.0,8562.0,3459.0,4622.0,2275.0,312.0,713.0
377,Colfax,23743.0,255.0,826.0,4612.0,1166.0,2073.0,659.0,80.0,102.0
378,Colleton,38331.0,234.0,1203.0,8679.0,2639.0,2467.0,1073.0,244.0,181.0
379,Collier,340692.0,4961.0,7905.0,60015.0,19422.0,50021.0,21318.0,8479.0,4036.0
380,Collin,788952.0,4642.0,11009.0,65307.0,38036.0,167084.0,70143.0,11467.0,7618.0
381,Collingsworth,2956.0,74.0,97.0,551.0,120.0,198.0,83.0,1.0,4.0
382,Colonial Heights (city,24976.0,212.0,1060.0,4755.0,1398.0,2388.0,1019.0,128.0,240.0
383,Colorado,20162.0,248.0,695.0,4595.0,845.0,2004.0,328.0,73.0,102.0
384,Colquitt,44366.0,948.0,1895.0,8449.0,1897.0,2283.0,1065.0,293.0,97.0
385,Columbia,437086.0,2641.0,15027.0,84817.0,28408.0,43708.0,20075.0,4339.0,2684.0
386,Columbiana,110714.0,543.0,4040.0,32314.0,6646.0,7416.0,3045.0,371.0,276.0
387,Columbus,57336.0,555.0,2217.0,10461.0,3905.0,3264.0,1160.0,162.0,103.0
388,Colusa,21632.0,336.0,243.0,2690.0,1361.0,1536.0,180.0,203.0,56.0
389,Comal,138388.0,1358.0,3911.0,20751.0,7974.0,21272.0,7300.0,1165.0,976.0
390,Comanche,139484.0,751.0,5133.0,24290.0,5942.0,12152.0,4163.0,792.0,783.0
391,Concho,4039.0,80.0,131.0,765.0,93.0,259.0,59.0,34.0,11.0
392,Concordia,19644.0,158.0,1222.0,4114.0,820.0,1066.0,403.0,66.0,15.0
393,Conecuh,12974.0,165.0,553.0,3559.0,594.0,401.0,265.0,52.0,10.0
394,Conejos,8203.0,48.0,173.0,1531.0,241.0,764.0,221.0,27.0,26.0
395,Contra Costa,1090056.0,11563.0,14957.0,123376.0,60763.0,185653.0,69775.0,21255.0,13458.0
396,Converse,14109.0,0.0,643.0,2970.0,990.0,1179.0,371.0,38.0,82.0
397,Conway,20517.0,137.0,733.0,5148.0,834.0,1615.0,577.0,143.0,75.0
398,Cook,5152198.0,54572.0,93348.0,743497.0,222385.0,745237.0,347907.0,98787.0,49313.0
399,Cooke,36197.0,248.0,1720.0,5996.0,1990.0,3423.0,1119.0,277.0,68.0
400,Cooper,17762.0,77.0,692.0,4279.0,841.0,1648.0,511.0,110.0,54.0
401,Coos,94770.0,595.0,4426.0,20165.0,6589.0,8136.0,3242.0,878.0,544.0
402,Coosa,10193.0,175.0,390.0,2329.0,521.0,440.0,251.0,32.0,46.0
403,Copiah,30510.0,454.0,1142.0,5337.0,2442.0,1946.0,602.0,117.0,126.0
404,Corson,4117.0,8.0,202.0,593.0,283.0,290.0,72.0,3.0,8.0
405,Cortland,49163.0,295.0,1849.0,8768.0,4036.0,4025.0,2364.0,329.0,342.0
406,Coryell,62751.0,297.0,4133.0,8813.0,4574.0,4613.0,1584.0,305.0,149.0
407,Coshocton,33268.0,216.0,1087.0,10432.0,1629.0,2037.0,676.0,79.0,38.0
408,Costilla,3517.0,21.0,109.0,610.0,109.0,216.0,204.0,25.0,15.0
409,Cottle,1458.0,16.0,75.0,252.0,33.0,110.0,27.0,0.0,4.0
410,Cotton,5957.0,20.0,255.0,1403.0,219.0,498.0,105.0,11.0,13.0
411,Cottonwood,11330.0,91.0,269.0,2519.0,844.0,1042.0,253.0,62.0,41.0
412,Covington,50116.0,319.0,2772.0,9280.0,2655.0,3079.0,1296.0,379.0,71.0
413,Covington (city),14176.0,122.0,659.0,3399.0,767.0,794.0,410.0,44.0,81.0
414,Coweta,132683.0,786.0,4290.0,23045.0,6041.0,15835.0,6267.0,1319.0,782.0
415,Cowley,36030.0,166.0,1549.0,5576.0,2694.0,3008.0,1235.0,229.0,49.0
416,Cowlitz,104871.0,657.0,4142.0,18411.0,7129.0,7095.0,3443.0,635.0,355.0
417,Craig,20900.0,119.0,1066.0,5070.0,1033.0,1573.0,434.0,114.0,85.0
418,Craighead,102327.0,716.0,4220.0,17216.0,3926.0,10447.0,4086.0,971.0,959.0
419,Crane,4488.0,9.0,156.0,683.0,102.0,257.0,83.0,4.0,0.0
420,Craven,107038.0,833.0,3478.0,16060.0,7264.0,9969.0,3946.0,768.0,618.0
421,Crawford,339157.0,2550.0,12800.0,79395.0,19170.0,25416.0,10183.0,2047.0,1505.0
422,Creek,73717.0,421.0,2927.0,16653.0,3590.0,5274.0,1568.0,417.0,216.0
423,Crenshaw,14180.0,158.0,618.0,3072.0,757.0,1009.0,428.0,48.0,28.0
424,Crisp,23114.0,294.0,934.0,4515.0,934.0,1355.0,542.0,208.0,100.0
425,Crittenden,57322.0,554.0,2033.0,11297.0,2257.0,4052.0,1239.0,351.0,105.0
426,Crockett,18107.0,221.0,770.0,3810.0,695.0,1067.0,422.0,46.0,50.0
427,Crook,27726.0,136.0,1326.0,6171.0,1793.0,2244.0,743.0,199.0,84.0
428,Crosby,5902.0,107.0,158.0,1011.0,175.0,329.0,80.0,8.0,0.0
429,Cross,17260.0,145.0,856.0,4507.0,455.0,1056.0,443.0,50.0,50.0
430,Crow Wing,66304.0,184.0,1904.0,12579.0,5806.0,7541.0,2580.0,641.0,323.0
431,Crowley,5485.0,19.0,649.0,735.0,397.0,283.0,111.0,5.0,2.0
432,Culberson,2281.0,125.0,126.0,334.0,55.0,103.0,29.0,0.0,11.0
433,Cullman,79363.0,730.0,3548.0,15071.0,5693.0,5010.0,2132.0,723.0,201.0
434,Culpeper,48891.0,435.0,2012.0,9378.0,2072.0,4687.0,1695.0,384.0,192.0
435,Cumberland,1097217.0,7787.0,35299.0,188727.0,65396.0,138345.0,55768.0,13525.0,7507.0
436,Cuming,8378.0,48.0,188.0,2039.0,660.0,806.0,179.0,49.0,31.0
437,Currituck,24903.0,25.0,1007.0,4128.0,1763.0,2730.0,716.0,48.0,103.0
438,Curry,72978.0,481.0,2468.0,10124.0,4618.0,6434.0,3249.0,550.0,266.0
439,Custer,68545.0,352.0,1967.0,12538.0,4122.0,7935.0,2827.0,392.0,381.0
440,Cuyahoga,1250244.0,9235.0,30776.0,213790.0,61450.0,155035.0,72390.0,23820.0,11819.0
441,Dade,22602.0,234.0,992.0,5370.0,1334.0,1551.0,465.0,128.0,90.0
442,Daggett,766.0,0.0,22.0,159.0,77.0,64.0,19.0,0.0,0.0
443,Dakota,431537.0,2139.0,6950.0,56728.0,32071.0,77421.0,26068.0,5666.0,2831.0
444,Dale,49414.0,416.0,2062.0,8331.0,3567.0,3689.0,1511.0,227.0,127.0
445,Dallam,12092.0,95.0,902.0,1837.0,406.0,994.0,252.0,8.0,42.0
446,Dallas,2822346.0,37708.0,60434.0,349416.0,104789.0,348377.0,137647.0,36818.0,16791.0
447,Dane,508993.0,2156.0,7490.0,55147.0,31858.0,93926.0,41999.0,11526.0,11727.0
448,Daniels,1744.0,0.0,15.0,397.0,162.0,230.0,53.0,8.0,0.0
449,Danville (city),59368.0,804.0,2149.0,10058.0,4116.0,4747.0,1950.0,484.0,309.0
450,Dare,34863.0,132.0,1042.0,5250.0,2242.0,5206.0,1667.0,346.0,344.0
451,Darke,47979.0,285.0,1661.0,14602.0,2547.0,2510.0,1368.0,132.0,28.0
452,Darlington,64977.0,787.0,2355.0,13568.0,3503.0,5062.0,1673.0,223.0,364.0
453,Dauphin,266935.0,1926.0,7122.0,56842.0,15312.0,32161.0,13104.0,4533.0,2292.0
454,Davidson,814393.0,8526.0,24431.0,121135.0,36565.0,116846.0,43577.0,12697.0,9019.0
455,Davie,40936.0,372.0,1183.0,8010.0,2632.0,4765.0,1670.0,419.0,218.0
456,Daviess,138784.0,882.0,5780.0,29150.0,8173.0,9904.0,5259.0,1087.0,617.0
457,Davis,324999.0,531.0,5073.0,35335.0,20513.0,44187.0,15111.0,3125.0,1446.0
458,Davison,20429.0,66.0,658.0,2979.0,2028.0,2650.0,861.0,130.0,33.0
459,Dawes,9168.0,58.0,196.0,1480.0,414.0,1089.0,436.0,109.0,205.0
460,Dawson,76117.0,1280.0,3457.0,12942.0,3990.0,6877.0,2248.0,423.0,168.0
461,Day,5559.0,16.0,184.0,1389.0,404.0,508.0,110.0,43.0,13.0
462,De Soto,26956.0,223.0,1003.0,6451.0,1059.0,1569.0,536.0,123.0,1.0
463,De Witt,16363.0,78.0,649.0,3868.0,1048.0,1589.0,519.0,95.0,28.0
464,DeBaca,2020.0,7.0,152.0,442.0,50.0,94.0,40.0,0.0,0.0
465,DeKalb,920518.0,9820.0,20357.0,128335.0,44759.0,127012.0,55333.0,13910.0,12100.0
466,DeSoto,201582.0,1660.0,8219.0,33597.0,10930.0,18514.0,6013.0,1231.0,683.0
467,DeWitt,17453.0,195.0,1116.0,3517.0,715.0,1302.0,460.0,28.0,11.0
468,Deaf Smith,19514.0,442.0,595.0,2824.0,619.0,1180.0,359.0,76.0,26.0
469,Dearborn,50272.0,234.0,1599.0,12044.0,3383.0,4587.0,1751.0,303.0,97.0
470,Decatur,63200.0,490.0,2539.0,15274.0,3067.0,4646.0,2081.0,319.0,317.0
471,Deer Lodge,9432.0,125.0,487.0,2206.0,688.0,712.0,309.0,115.0,42.0
472,Defiance,37511.0,174.0,1260.0,9831.0,2603.0,2757.0,1109.0,163.0,120.0
473,Del Norte,27788.0,229.0,1014.0,4688.0,1616.0,1831.0,660.0,198.0,265.0
474,Delaware,998706.0,5082.0,20639.0,177591.0,49216.0,145708.0,69913.0,17830.0,12914.0
475,Delta,73711.0,373.0,2671.0,16709.0,5133.0,6980.0,2387.0,545.0,222.0
476,Denali,2067.0,0.0,20.0,312.0,128.0,337.0,91.0,14.0,19.0
477,Dent,14976.0,178.0,635.0,3505.0,689.0,811.0,408.0,57.0,29.0
478,Denton,652362.0,3960.0,13652.0,69994.0,32164.0,113878.0,38948.0,5987.0,5512.0
479,Denver,695941.0,6965.0,17447.0,69627.0,26126.0,133882.0,58287.0,18447.0,9075.0
480,Des Moines,40150.0,161.0,1471.0,8456.0,3055.0,3879.0,1195.0,346.0,173.0
481,Deschutes,172133.0,577.0,4510.0,23857.0,11697.0,25017.0,10265.0,2814.0,1138.0
482,Desha,13362.0,160.0,531.0,3094.0,349.0,703.0,352.0,8.0,24.0
483,Deuel,6555.0,25.0,177.0,1660.0,491.0,644.0,165.0,31.0,11.0
484,Dewey,11763.0,3.0,455.0,2329.0,577.0,935.0,266.0,20.0,43.0
485,Dickens,2362.0,43.0,158.0,321.0,64.0,192.0,60.0,0.0,13.0
486,Dickenson,14090.0,165.0,635.0,2750.0,815.0,761.0,360.0,56.0,17.0
487,Dickey,5188.0,6.0,94.0,918.0,411.0,714.0,106.0,71.0,31.0
488,Dickinson,63096.0,177.0,1673.0,14470.0,4729.0,7112.0,2467.0,643.0,319.0
489,Dickson,50866.0,343.0,3175.0,12017.0,1782.0,3150.0,1018.0,413.0,309.0
490,Dillingham (CA),4979.0,31.0,145.0,934.0,184.0,308.0,122.0,23.0,6.0
491,Dillon,30614.0,298.0,874.0,6979.0,1376.0,1182.0,450.0,66.0,36.0
492,Dimmit,10665.0,212.0,422.0,1512.0,322.0,466.0,265.0,40.0,0.0
493,Dinwiddie,16547.0,117.0,589.0,4388.0,1006.0,1175.0,522.0,36.0,67.0
494,District of Columbia,647185.0,5198.0,12005.0,69587.0,14005.0,105845.0,85795.0,37856.0,18221.0
495,Divide,1994.0,4.0,3.0,562.0,179.0,282.0,24.0,0.0,8.0
496,Dixie,15682.0,156.0,1346.0,3398.0,740.0,712.0,166.0,45.0,4.0
497,Dixon,5966.0,38.0,137.0,1360.0,351.0,505.0,214.0,14.0,25.0
498,Doddridge,4855.0,78.0,205.0,1160.0,181.0,290.0,116.0,25.0,8.0
499,Dodge,169076.0,838.0,6269.0,39316.0,11582.0,14567.0,4539.0,1033.0,506.0
500,Dolores,1605.0,0.0,61.0,391.0,83.0,160.0,51.0,4.0,0.0
501,Doniphan,7780.0,5.0,227.0,1767.0,450.0,547.0,202.0,34.0,30.0
502,Donley,3556.0,14.0,134.0,653.0,196.0,212.0,126.0,4.0,0.0
503,Dooly,19499.0,241.0,1016.0,4637.0,714.0,817.0,231.0,43.0,21.0
504,Door,27109.0,116.0,558.0,6273.0,1916.0,4140.0,1488.0,363.0,264.0
505,Dorchester,198143.0,1277.0,6003.0,34518.0,12890.0,19367.0,9244.0,1254.0,907.0
506,Dougherty,79386.0,941.0,2707.0,12500.0,3028.0,4115.0,2021.0,494.0,230.0
507,Douglas,1409546.0,9136.0,31399.0,180093.0,74438.0,219383.0,84229.0,20293.0,13854.0
508,Doña Ana,207221.0,2434.0,5142.0,21665.0,8944.0,20218.0,10498.0,1835.0,2251.0
509,Drew,17538.0,140.0,582.0,3235.0,597.0,1462.0,529.0,82.0,164.0
510,DuPage,954909.0,5969.0,12210.0,112737.0,46141.0,178039.0,85858.0,20301.0,11048.0
511,Dubois,43162.0,420.0,1015.0,11367.0,3518.0,3711.0,1329.0,198.0,144.0
512,Dubuque,98722.0,419.0,2537.0,20748.0,6137.0,12120.0,4620.0,1022.0,741.0
513,Duchesne,21889.0,82.0,460.0,4202.0,1110.0,1350.0,348.0,80.0,45.0
514,Dukes,17033.0,50.0,214.0,2734.0,1122.0,3197.0,1353.0,347.0,236.0
515,Dundy,1973.0,7.0,75.0,372.0,164.0,185.0,66.0,13.0,7.0
516,Dunklin,31570.0,333.0,1313.0,6649.0,1210.0,1423.0,656.0,319.0,61.0
517,Dunn,47174.0,214.0,930.0,8986.0,3462.0,4666.0,1903.0,291.0,432.0
518,Duplin,53347.0,947.0,1611.0,9565.0,3170.0,2353.0,987.0,131.0,71.0
519,Durham,288154.0,2713.0,5925.0,29720.0,11867.0,45682.0,23911.0,6832.0,8712.0
520,Dutchess,299631.0,2047.0,9362.0,45743.0,19887.0,37266.0,23509.0,4097.0,3316.0
521,Duval,904931.0,6978.0,26479.0,147864.0,58540.0,112120.0,36858.0,10104.0,4747.0
522,Dyer,37246.0,325.0,2489.0,7535.0,1804.0,2892.0,1399.0,329.0,207.0
523,Eagle,50944.0,309.0,605.0,5567.0,2958.0,12367.0,3001.0,1020.0,199.0
524,Early,2251.0,10.0,95.0,419.0,174.0,130.0,57.0,15.0,6.0
525,East Baton Rouge Parish,443274.0,2352.0,7409.0,66361.0,14799.0,59778.0,22819.0,6187.0,5511.0
526,East Carroll,7458.0,122.0,302.0,1587.0,101.0,320.0,82.0,10.0,16.0
527,East Feliciana,21573.0,157.0,1155.0,5284.0,876.0,1509.0,356.0,78.0,92.0
528,Eastland,19098.0,230.0,767.0,3773.0,964.0,1384.0,443.0,76.0,37.0
529,Eaton,116418.0,407.0,2661.0,21237.0,8760.0,13012.0,5380.0,1017.0,560.0
530,Eau Claire,100810.0,760.0,1682.0,15279.0,7924.0,12489.0,5009.0,1049.0,905.0
531,Echols,1142.0,26.0,57.0,143.0,63.0,48.0,10.0,5.0,0.0
532,Ector,153837.0,1997.0,6209.0,19725.0,5299.0,10004.0,3057.0,718.0,281.0
533,Eddy,57935.0,435.0,2410.0,10378.0,3109.0,4145.0,2249.0,217.0,167.0
534,Edgar,17354.0,185.0,967.0,3920.0,1202.0,1573.0,663.0,44.0,13.0
535,Edgecombe,55660.0,800.0,2410.0,10916.0,3489.0,2804.0,1100.0,219.0,115.0
536,Edgefield,18502.0,370.0,1194.0,4006.0,1196.0,1285.0,564.0,94.0,60.0
537,Edmonson,7787.0,79.0,507.0,1918.0,256.0,363.0,175.0,39.0,21.0
538,Edmunds,3943.0,5.0,56.0,910.0,394.0,411.0,190.0,12.0,24.0
539,Edwards,11135.0,109.0,309.0,2292.0,997.0,953.0,208.0,41.0,11.0
540,Effingham,87231.0,416.0,3254.0,18103.0,5937.0,7134.0,2623.0,546.0,181.0
541,El Dorado,182128.0,1035.0,3258.0,24860.0,13259.0,26838.0,9685.0,3165.0,1673.0
542,El Paso,1484125.0,18732.0,43839.0,164598.0,82048.0,163371.0,69719.0,12133.0,8233.0
543,Elbert,41284.0,251.0,1244.0,8945.0,2177.0,4123.0,1603.0,392.0,196.0
544,Elk,33961.0,231.0,1067.0,11119.0,2728.0,2946.0,975.0,216.0,95.0
545,Elkhart,200988.0,1717.0,8039.0,38400.0,7672.0,15351.0,5790.0,978.0,491.0
546,Elko,51886.0,482.0,1328.0,7342.0,2967.0,3956.0,1501.0,296.0,85.0
547,Elliott,5267.0,39.0,628.0,1050.0,160.0,210.0,71.0,10.0,15.0
548,Ellis,201483.0,1576.0,6241.0,31040.0,9331.0,19937.0,6506.0,1342.0,923.0
549,Ellsworth,5884.0,34.0,348.0,1089.0,427.0,644.0,138.0,62.0,23.0
550,Elmore,113516.0,681.0,5729.0,19585.0,6858.0,9249.0,4294.0,640.0,211.0
551,Emanuel,23046.0,237.0,1108.0,4927.0,914.0,988.0,368.0,171.0,105.0
552,Emery,10728.0,20.0,188.0,1975.0,808.0,638.0,123.0,38.0,27.0
553,Emmet,43500.0,150.0,816.0,7866.0,3277.0,5668.0,2388.0,703.0,301.0
554,Emmons,3581.0,11.0,63.0,866.0,279.0,353.0,32.0,9.0,5.0
555,Emporia (city),15798.0,208.0,1312.0,3292.0,638.0,676.0,436.0,88.0,49.0
556,Erath,38667.0,215.0,1180.0,4709.0,1311.0,4037.0,1383.0,230.0,151.0
557,Erie,1280063.0,8527.0,36626.0,240051.0,95010.0,149216.0,83603.0,16794.0,11464.0
558,Escambia,341686.0,2340.0,11447.0,57649.0,28887.0,34829.0,12205.0,2989.0,1826.0
559,Esmeralda,1076.0,0.0,68.0,266.0,21.0,96.0,11.0,5.0,10.0
560,Essex,1612144.0,16777.0,29831.0,272769.0,76149.0,225338.0,107343.0,27907.0,15868.0
561,Estill,14533.0,174.0,1231.0,3745.0,404.0,436.0,278.0,69.0,15.0
562,Etowah,97009.0,1208.0,4164.0,17375.0,5583.0,6969.0,2857.0,806.0,435.0
563,Eureka,1746.0,0.0,90.0,394.0,71.0,194.0,105.0,4.0,8.0
564,Evangeline,33092.0,547.0,1271.0,6114.0,1170.0,2002.0,531.0,140.0,5.0
565,Evans,11104.0,130.0,434.0,2239.0,349.0,746.0,266.0,40.0,59.0
566,Fairbanks North Star,99755.0,267.0,2961.0,11293.0,5517.0,11957.0,5080.0,1008.0,1235.0
567,Fairfax,1065136.0,9945.0,8133.0,86606.0,38831.0,222702.0,152447.0,33369.0,22622.0
568,Fairfax (city),89094.0,740.0,785.0,6840.0,3397.0,19219.0,13138.0,2474.0,2038.0
569,Fairfield,1134156.0,7232.0,17840.0,170483.0,49509.0,184950.0,102420.0,25933.0,10599.0
570,Fall River,7669.0,13.0,310.0,1501.0,642.0,1029.0,212.0,105.0,37.0
571,Fallon,2995.0,0.0,133.0,651.0,302.0,220.0,37.0,1.0,58.0
572,Falls,15237.0,294.0,804.0,3085.0,444.0,881.0,229.0,32.0,15.0
