State,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Employable Count,Unemployment Count,Unemployment Rate
37,North Carolina,9845333.0,38.0,46868.0,25920.0,1667465.0,16.936603363238195,4826193.0,453420.0,9.394982753487065
38,North Dakota,721640.0,35.4,57181.0,32035.0,79758.0,11.052325259131978,399180.0,11464.0,2.871887369106669
31,Nebraska,1869365.0,36.2,52997.0,27882.0,231115.0,12.363289138290275,1015736.0,47602.0,4.68645396047792
33,New Hampshire,1324201.0,42.2,66779.0,34362.0,113840.0,8.596882195376685,741543.0,42733.0,5.762713692934867
34,New Jersey,8904413.0,39.4,72093.0,36582.0,944847.0,10.610997041579271,4695103.0,413343.0,8.803704625862308
35,New Mexico,2084117.0,37.0,44963.0,24012.0,429361.0,20.601578510227593,964959.0,88924.0,9.215313811260375
32,Nevada,2798636.0,37.2,51847.0,26541.0,426337.0,15.233742437387356,1415779.0,148467.0,10.486594306032227
36,New York,19673174.0,38.1,59269.0,33236.0,3005943.0,15.279400263526364,10083719.0,829141.0,8.22257145404389
39,Ohio,11575977.0,39.2,49429.0,26953.0,1775836.0,15.34070083242218,5843924.0,477251.0,8.166618867733392
40,Oklahoma,3849733.0,36.2,46879.0,25032.0,624043.0,16.21003326724217,1835519.0,115978.0,6.318539878911632
41,Oregon,3939233.0,39.1,51243.0,27684.0,636947.0,16.16931519409997,1973823.0,184016.0,9.322821752507696
42,Pennsylvania,12779559.0,40.5,53599.0,29291.0,1666569.0,13.040896012139386,6516882.0,514993.0,7.902444758091369
72,Puerto Rico,3583073.0,38.7,19350.0,11394.0,1616117.0,45.104216408652576,1299122.0,235772.0,18.148564953868842
44,Rhode Island,1053661.0,39.7,56852.0,31118.0,144223.0,13.687799016951372,566588.0,48418.0,8.5455392630977
45,South Carolina,4777576.0,38.6,45483.0,24604.0,830901.0,17.391685658166402,2293251.0,217977.0,9.505152292531433
46,South Dakota,843190.0,36.8,50957.0,26747.0,114907.0,13.627652130599271,451073.0,20220.0,4.482644716043745
47,Tennessee,6499615.0,38.4,45219.0,25227.0,1117594.0,17.194772305744262,3155039.0,266297.0,8.440371101593357
48,Texas,26538614.0,34.1,53207.0,26999.0,4472451.0,16.852617095979465,13006330.0,912068.0,7.012493147567377
49,Utah,2903379.0,30.1,60727.0,24686.0,351601.0,12.110062103500782,1419516.0,81870.0,5.767458767636293
51,Virginia,8256630.0,37.6,65015.0,34152.0,921822.0,11.164627699194465,4266800.0,276030.0,6.4692509609074715
50,Vermont,626604.0,42.4,55176.0,29894.0,69233.0,11.048924041340305,345689.0,18957.0,5.483830842173167
53,Washington,6985464.0,37.4,61062.0,31762.0,908512.0,13.005750226470282,3537683.0,277806.0,7.852766909867277
55,Wisconsin,5742117.0,39.0,53357.0,28340.0,724348.0,12.61465065933,3077153.0,193763.0,6.296826969604696
54,West Virginia,1851420.0,41.8,41751.0,23450.0,323384.0,17.466809259919412,814593.0,63341.0,7.775784962551851
56,Wyoming,579679.0,36.8,58840.0,29803.0,64995.0,11.212239877587423,308951.0,15002.0,4.855786192632489
